E	點歌系統真的超難用/連到手機划開之後就會跑掉還要重掃/麥克風的音質超難調整連我這個歌王都唱的2266/牆壁沒有掛外套的地方也很妙/整體環境蠻有夜店風/食物不錯以及服務人員態度好
E	這是一家夜店風的KTV/整體的環境非常好/燈光環境優良/慶生服務特別/有一個穿太空衣的人/廁所很乾淨/我們總共12個人去一個人大約七百多元/稍貴/可能是我平常習慣去星聚點/一人有99元的扣打可以點餐/點歌機很有質感/喇叭的效果讚/麥克風很多隻/大家都可以歡唱/注意我們那時候想要喝水/結果店員給我了我們一瓶150的水四平總共/600/超級傻眼其實我們只是想要一般提供的水/有點強迫消費/無言/
F	餐點很好吃/氣氛也很好/但點了湯和飯/麵沒有附湯匙和碗都要另外要/點歌系統要用一陣子才會習慣
E	只能說服務態度跟食物都不錯/包廂看起來也很漂亮/但是歌難點就算了/尤其是手機app的部分/麥克風出來的音質也很差/價錢又比台北其他間連鎖貴真的沒有很推薦
E	環境娛樂性很足夠/適合好友一起來慶生或歡聚/但部分服務人員的態度極差/非常需要再加強訓練/最後要離場時歌才一唱完負責清潔的服務人員馬上衝進來收拾東西整理桌面/完全不等客人還在收拾/穿著外套/讓人覺得是在趕客人/感覺很差
F	本人這次消費是分配到106號包廂/1/音響優質/整個歡唱過程無麥克風過近的干擾尖銳音/一聲都沒有/讚/2/不誇張/包廂完全無菸味/怎麼做到的/這點屌打其他同業/3/包廂有廁所而且非常乾淨芳香/優/4/送餐速度正常/並沒有外傳所謂等飲料要一小時的情形/且白金會員有贈送炸物拼盤及飲料/cp值高/5/有雙螢幕/無論是面對前面還是面對來賓都看得到字幕/輕鬆展現歌喉不尷尬/6/手機掃QRcode點歌設計很不錯/等於每個人手上都有一支遙控器/方便有又效率/7/裝潢美輪美奐/極具獨特風格及設計感/網美朝聖好所在/8/Jay服務超讚/親切有禮
F	每間包廂都有主題裝潢/餐點的表現也很棒/重點是音響設備很好ㄟ/好拍好唱好好吃/
E	中包有點小/單支開瓶費/500蠻硬的/但服務算快/點歌系統算很難用/推薦的許多都是電音跟大陸歌曲/中包四小時也是兩萬多了/跟錢櫃開最大包暢飲差不多
F	第一次唱中包廂環境超時尚新穎/擺放娃娃讓穿短裙的女生可以遮住短裙很貼心/手機直接QR/Code就可以點歌/炸物拼盤滷味拼盤口味都很有水準/冰奶茶是好喝的那一種/膨大海也很OK/吉祥物皮卡丘超可愛/最重要的是有一堆抖音神曲啊/第二次去唱202小包廂/空間可能太小音響離得太近所以耳朵有一點受不了/滷味沒有第一次來了入味
E	11月初開放了去捧場/結果超爛如下/公司打來說後續會處理到現在已經三個禮拜什麼都沒處理/詳情如下/1/Line/公關推薦說207很漂亮/中包廂/才訂的/結果裡面的氣氛燈全部維修中/都不會亮/服務生只說了句明天才會修/所有說漂亮的燈全部無法使用/2/麥克風連套子都沒有/另一間206就有/服務生還會協助套好/打來關心的一位主管說/這是服務生最嚴重/不能被原諒的錯/3/煙味超重反應了5次/甚至到一樓去反應/都沒有結果/206沒什麼煙味但207整間都是煙味/越晚越重/主管說規定不能抽菸/櫃檯跟服務員說客人抽她們無法管/4/點餐/排骨飯/水餃/這兩個最簡單款/一小時都不來/催了兩次才來/另一間包廂點餐20分鐘內完成/5/反應兩次無法用QR/code點歌/點餐/都無法處理/第三次服務生說要重開機就可以/三分鐘就可以處理好的事情/為什麼要客人等2小時才處理/
E	有夠扯的經驗/包廂訂單因服務員刷錯卡把其他三間包廂結帳金額全部搞混之外/還在訂單明細中異常灌單格蘭利威3180及可樂300元/真的只能說員工素質有待加強若企業能讓新手人員上一線戰場/這種素質Sing/go公司應責無旁貸/第一次消費就是如此的經驗/也將會是最後一次光臨/以上評鑑分享/也請請近期消費客戶務必留意帳單及信用卡刷卡金額正確性/
F	好玩/好吃/比較有夜店風/設備比錢櫃/好樂迪高級蠻多的/進去就有/Shot/杯盤/生日還會有玩偶進來幫你慶生/唯一缺點就是比較貴一點
F	東西超好吃/服務超好服務人員都很貼心/包廂很乾淨還有香香的味道/設備也很不錯/
F	SingGo/台北唱歌據點比較高端一點的選擇/有大中小包廂/但都偏小/整體氣氛更Fancy/燈光打得更聲色/適合走台步/也很適合辦拍照用的派對吧/比起星據點之類的有比較多附加趣味/點歌的機器也完全不一樣/有很多抖音歌/熱門歌曲的排名好像常常會看不懂/但那個點歌機器其實UIUX做的不是非常好/但是手機也可以點歌蠻方便的/包廂都會有骰盅/還有快打遊戲機/無聊的時候可以炒熱氣氛/食物也不錯/滷味拼盤是熱的/每次都會點/
F	最近蠻愛在這唱歌的/因為真的很不錯/而且價格親民/每間包廂都有不同風格/省略了笨重的歌本/掃QR/Code即可點歌/插歌/調整音量/等功能/可以說手機就是遙控器/真棒/還不時送優惠卷/真是佛心來的KTV快點去親身體驗/
F	很棒的KTV/可以直接用手機點歌及切歌之類的/雖然餐點有點小貴/包廂環境及設備完勝一些好樂迪及錢櫃/我們這間只是小包廂/但設備還是很不錯/有其他家KTV大包廂的水準/小包廂的空間也很大/
F	雖然沒去過/但感覺挺好的/請問在忠孝店唱歌/能防止穿透音出隔音門嗎/
E	裝潢真的美/網美妹子絕對會喜歡/666包廂的機台/很多懷舊遊戲/但搖桿已經被玩壞了卡半死/既然是包廂特色就請好好維護哦/點歌介面需要熟悉一下/有些功能尚未開放/例如錄音/滿可惜的/手機點歌的話已點歌曲只看得到手機點的/不方便/找尋歌曲有點怪/如果沒有這首歌/會直接沒反應/然後alin/還是a/lin拜託選一個/不然我要找歌很難找/走廊也很美/真的是一個狂拍照的好地方/現在打卡就送2小時券/很不錯哦/音響效果不錯/空調夠力/下午時段5小時特大包竟然只要兩千出頭/很棒/
F	燈光設計風格效果大膽/包廂設備很好/消費屬高檔
E	餐點真的很難吃/每一項都比不上錢櫃/而且滷味拼盤真是難吃/彭大海也未免太甜了吧/昨晚第一次去消費/真的非常失望/
F	威辰服務很好非常棒/快找他訂位/包廂房型很多可以選/有的還有球池/根本就是網美打卡景點/而且平日的/星期日/四/23/00後夜包場/超級便宜/現在開放可以在包廂吃東西喝酒/兩間門市都離/酒吧/夜店/很近/要續攤來這裡就對了/還不趕快預約起來/
F	一進包廂就點牛肉麵是基本盤/sing/go還有麻辣的水煮牛/超級道地的滷味拼盤/現點現烤的串燒/一時之間突然忘記自己是來唱歌/只顧著低頭猛吃飯/這兒的包廂是我唱過全台灣最好唱的音響/聲音細緻又滑順/靈敏度極高/任何unplugged/的歌唱起來都是金曲歌后/任何重低音的歌唱起來都撞擊心臟/歡迎大家來挑戰/以後唱歌找不到這種音響了怎麼辦/包廂裡有籃球機就要點灌籃高手的歌/派對慶生請找聚唱派對/是太空人不是外星人/外面地板很滑請小心膝蓋
F	一進大門就嘆為觀止/大廳超美的/進去參觀的包廂也超美/重點每一間包廂都有自己的廁所/來這邊慶生還會幫你們簡單的佈置包廂/也太好了吧/麥克風收音太好了/可以輕鬆唱/餐點也是很好吃啊/
F	氣氛跟服務態度都很好/公關華生也很會帶氣氛又帥/已經列為去KTV的第一首選/
F	服務很好/讚/餐點好吃/價格也合理/
E	濃煙味/有些服務生態度很差/點歌器很難用/很貴/
F	服務人員親切美麗大方/下次一定會再來
F	環境和硬體非常不錯/服務人員態度也很親切/覺得麥克風的效果很不錯/喜愛唱歌的朋友來會很開心/
F	環境好服務佳/很舒適的歡唱空間/
F	第一次去覺得環境優良/公關華生也很會帶動氣氛/
F	包廂有大球池很好玩/服務生Anna很可愛/服務也很好/
F	七人週日下午1/00唱到6/00/一人/420/不賴
F	服務超好/女員工都超正/設備齊全/十全十美/完美/
F	第一次來體驗感覺還不錯/優點/每間包廂有獨立廁所/廁所明亮整潔/掃QR碼點歌很方便/也可以調整燈光音量大小/店員的服務都很棒/不算缺點的小問題/中包廂實際比官網上的小一點/因為包廂都在地下室所以手機網路收訊微差/建議可以連店裡的wifi/包廂裡有一點煙味
F	服務超好/包箱沒有煙味/
F	包廂很漂亮/麥克風也好好唱
F	今天5/4晚上20/00跟朋友一起去唱歌206包廂很可愛/而且所有的服務人員都超親切的/特別是夜班許主管/超帥的/比信義店好太多了/完全不能比/以後有空一定會再去找夜班主管捧場/
F	前幾天和朋友來這裡慶生唱歌感覺很不錯/特別是服務人員態度好服務也很好/下次有朋友要慶生還會帶他們過來/不過有個小缺點就是歌曲選單不太好用/特別是日文歌曲輸入非常的麻煩/還有動漫歌曲太少了/至少放一些知名動漫歌曲的歌吧/像是福音戰士啊七龍珠或的是聖鬥士星矢/鋼彈之類的
E	包廂內非常熱/我們唱歌唱到流汗/來幫我們重置空調的滿服務生態度很好/也很積極幫我們想解決/很感謝他/送餐速度非常之慢/等了很久很久只來了一盤高麗菜/重點是餐具也沒一起來/我們還以為跟好樂迪一樣餐具在包廂內/找了很久才發現根本沒有/而且空碗也沒來/我們等那麼久只來一盤高麗菜就算了還根本沒辦法吃/後來叫了一壺水也是等了快半小時才來/隔天發現遺漏東西忘了拿/打電話詢問/服務生馬上說/沒有看到哦/東西長什麼樣子/掉在什麼位子完全都沒有多問就馬上回絕/完全根本就是不想幫你解決/是我說/你要不要去詢問昨天整理包廂的人員/他才跟我留資料/總之跟朋友是不會再去了
E	週二晚上櫃檯女服務生態度極差/好像欠了他幾百萬/音響品質不如錢櫃/包廂費卻比錢櫃貴/點歌系統完全不行/唱歌調key下一首歌還不會自動恢復原key/極度不推薦/本來最後一顆星給b1的店員/結果最後一首歌還沒結束竟然就進來開始收東西/無視客人還在唱最後一首歌/收到玻璃杯打破/真的是令人驚訝的一間店/補上後續/店長很有誠意的致電道歉/並告知會加強內部訓練/
F	包廂新穎/設備高級/
F	服務很好但就是點歌系統有點爛
F	拿不完的優惠卷感覺好像不得不來/棒棒
F	服務人員態度很棒/當有些幹部很機車
F	這裡的女員工都好正/服務真的很好/
F	環境很乾淨/音質很棒/服務很好/推/
F	工作人員很親切服務超好還很正/
F	最有夜店瘋的ktv/音響設備不錯重要是大陸歌曲選擇多/謝謝威爾的安排及招待/也謝謝其他工作人員熱心的服務/讓我們的尾牙續攤玩的很愉快/
E	環境很潮/但是遇到很多狀況/如整層樓含包廂內二手菸味超重/剛開始營業就沒有擺放麥克風套/麥克風沒電/廁所沒補擦手紙巾/音響莫名爆音/唱一半才送飲水/餐點送來沒附餐具開口詢問服務生才恍然大悟/其他非服務缺失但扣分的如/點歌pos非常難用/餐飲cp超低等/
F	還不錯/餐點也好吃/
E	環境氣氛佈置不錯/但麥克風音效不佳/餐點不錯吃/但餐點等待了1個多小時才開始能陸續送出/點歌系統不佳/需改善操作界面/方式/歌曲的選擇性和其他同業者相較之下少一些/
E	預訂時間進場/結果包廂桌面空空如也/還要催促15分鐘才有水/水杯陸續送來/事先預訂的餐點也遲了半小時才來/投影機效果不如錢櫃/價格卻比錢櫃貴很多/這次是嚐鮮去歡唱/但下次絕不會去了/廁所馬桶還會堵塞溢出/唉/什麼鬼啊/還有/點歌系統也大大不如錢櫃/
E	優點/1/環境美/2/服務人員服務好/我們點了一個美式拼盤/服務人員有特別來告知點選下午茶套餐/美式拼盤/一壺飲料/只要多9元/缺點/1/點歌系統難用/除了排行榜外基本上只能自己搜尋/2/手機點歌問題多/一直出現沒有點的歌曲/頁面也一直變空白要重刷QR/code才可以/3/手機點餐系統問題多/僅點選一個美式拼盤/服務人員送來其他東西後才發現點單上多出了好幾項沒有點的東西/告知後服務人員有幫我們把東西取消掉/建議還是按服務鈴請人員來點餐/手機點餐點歌系統的代碼改一下就可以連結到別的房間的畫面/雖然沒有實際點下去看看會不會成功但系統還有很大的改善空間
F	服務態度良好/速度快速/體驗好
F	氣球佈置很漂亮/包廂裡面還有骰子跟撲克牌/
E	純唱歌/消費快跟酒店一樣貴了/只能說/夠了夠了/平日晚11點唱到凌晨3點/光包廂費不含點餐就7000元了/也就是說五個人去唱不吃不喝就要付一個人就花1400元了喔/請三思/基本上1400在台北KTV平日喔/可以唱到爽吧/個人淺見僅供參考/設備也並沒那價值/唯一可說的是離家近而已/但太太太貴了/我多花點可以去四段更好的享受了
F	爛/爛爆了/唱歌沒迴音/服務人員又不能調/感覺像出歌詞乾唱一樣/迴音要自己來喔/後續服務人員小許夜班主管有來關心/做調整之後/就很不錯了/
E	服務人員很好/但是點歌系統超級爛/菜待加強/包廂內蚊子飛來飛去/希望能改善/不然真的會變一次店/
F	很棒的音響效果跟麥克風/場地也很漂亮/只能給四顆星是因為點不到/黃克林/的/倒退嚕/這邊跪求Sing/go高層能進這首歌/我會把我所有認識的人都拉來點五顆星
E	先說優點/服務人員優質/整體裝潢新潮/包廂裡面骰子骰鐘撲克牌都幫你準備好了/但是如果你訂的不是什麼特別包廂/不會有什麼球池還是特殊佈景/大家就是想來看看到底多厲害/但純粹就很有科技感環境乾淨的一般包廂/就連麥克風都只有兩支/沒有立Mic/那天消費的是中包/但訂位說是大包/同樣價格/這樣的價位我下次會選擇其他家
F	設備新/乾淨/食物有到水平/消費是午間唱到飽方案/比粉絲團的明錶計價便宜超多/唱下來加點餐其實跟/X櫃差不多/但這些方案在粉絲團都沒有說明/可惜/缺點是整間包廂只有一個面板點歌卡歌/沒有遙控器能用/配合的硬體廠應該是對岸的/很多抖音歌跟陸版歌/然後排行榜上新歌竟然有的根本還沒買到版權就上架/傻眼/如果只是去喝酒玩戲的很推薦/因為他真的很多這些/如果是去唱歌的話/聚唱硬體跟歌單方面還需要進步/
F	棒棒的/有問題反應有得到立即解決/
E	點歌機難用/分類不清楚/常找不到歌手或歌曲/持女神卡或優惠券的注意一下/說包廂費打一折或是折價券可無限張數使用/結果結帳時服務費是用/原包廂費/計價而不是折扣後剩餘的包廂費計價/用低折扣騙人去消費/招待的東西服務費照計/舉例招待498的水果/一樣收你50元服務費/所以不要以為招待就免錢/帳單灌水很多/不老實的店家以後不會再去/
E	很華麗的地方/服務還不錯/消費不便宜/點東西需等一陣子/喝酒是用塑膠杯/很沒有fu/廁所座墊消毒液及擦手紙沒有了也沒補/還要告知服務生後才來補/這應該一開始就該補好補滿/朋友如廁時拉衛生紙卻被紙箱蓋掉下來割傷了手/跟服務生告知詢問是否有ok蹦/而店家也沒慰問傷勢/給了ok蹦就離開了/送了幾張折價卷/但應該不會再去消費/
F	兩家店的服務都很好/裝潢以及食物也無可挑剔/來這邊都是拍照不是唱歌xD/這邊點歌系統跟歌單比較不如其他連鎖KTV/但是那個場地真的超棒/
F	包廂有球池很好玩/也很漂亮/服務生Anna服務很好很可愛/
E	唱星期一晚上9點的/客人應該沒有到很多/一進場就有mic沒電/1小時後另1支mic又沒電/我是覺得這個東西若在五六日發生也就罷了/在冷門的時段真的要好好檢查/點歌的系統真的是差勁到不行/排行榜真是太有趣了/消費真的是算高/以平日來說/但是我覺得初始狀態的音樂怪怪的/調好久/點歌系統麻煩更新一下/太糟糕了
E	/包廂內有遊戲機很有噱頭/算是爲唱歌分母人有件別的事情能做/點歌介面普通不算好上手/手機點歌軟體也非常雞肋/完全派不上用場/地下室包廂收訊非常差/使用店家wifi流暢很多/最重要的音效/個人覺得這是一間非常考驗唱功的店/因為迴音很小/優點是聲音乾淨/缺點是原形畢露/整體而言不推薦想好好唱歌的人/嘗鮮可以考慮/
F	公關華生服務一百分/人超好也好笑
E	1/現在有/google/留評論的活動/忘記獎勵是怎樣了/2/點歌可以選擇用跟錢櫃星據點牆壁上的觸控螢幕/但是一個包廂只有一台/或是也可以掃一個點歌的/QR/code/然後在手機上點/觸控螢幕沒有使用不知道好不好用/但是手機上的點歌系統跟郵局的/APP/差不多/可能還更糟/常常不知道要怎麼回上一頁或是不確定自己有成有成功按到/然後手機上的系統一段時間就會完全壞掉/必須要重新掃一次/QR/code/3/點餐也是可以用牆壁上的觸控螢幕/一樣沒有使用到/不確定好不好用/或是也可以掃/QR/code/但這個居然跟點歌是不同的/QR/code/然後用起來差不多/印象最深刻的是花枝丸的敘述是/商品敘述商品敘述商品敘述/4/唱的第一個小時/就叫了服務人員進來兩次/分別幫兩支麥克風換電池/5/點餐或是點歌的系統/在手機上只有我的/iphone/XR/可以使用/其他朋友的手機是其他的/iphone/都無法正常使用/優點/1/服務人員的態度都非常友善/呼叫服務人員進來的速度也非常快/2/好像有一些其他/KTV/沒有的歌/3/KTV/有調酒滿棒的
F	林聖服務生服務最棒最好了/給我們換了一個最好的包廂/還會再來喔/
F	免費2個小時的體驗真是太棒了/麥克風收音超好/音質超讚/餐點也超好吃/花少少的錢體驗到了不一樣的KTV/聚會場所新歡又要更新嘍/月底的生日派對就選擇這邊啦/期待又有新的驚喜出現/
F	讚/氣氛很好/而且還有球池/我的天啊
E	出餐等了一個半小時/十幾個人也只給兩支麥克風/點歌系統也難用到爆炸/價格也比其他間還貴
E	超級貴/整體品質沒到位/包廂有異味/停水一個小時/因建築物水壓問題/傻眼/服務慢/絕不會再去了/Sorry/
F	歡樂唱歌/氣氛很好
E	收費高卻沒有得到良好的服務品質/朋友慶生慶祝/因為地上有點滑告知服務人員麻煩進來處理地面/叫幾次都沒有來清潔/直到包廂內友人跌倒後再出去反應才有人來清潔/客人受傷/經理卻沒有有效處理/反而露個臉馬虎帶過/人就不見/這就是Sing/Go的處理方式/以後不會再來/真的是一顆/都不想給/
E	貴到爆/以為裝潢或餐點或音響設備或什麼之類的會跟價錢成正比/結果沒有/音響音質頗差/一瓶百威65塊/是喝到82年的百威嗎/那一顆星就給在服務態度不錯
F	非常有水凖的現代化ktv裝修設計非常有特色設備也很新/而且東西也很好吃/有點小貴但是絕對值得你來/兩家店都很好/
E	感覺很差/包廂小收費貴歌難點又沒啥新歌東西普普
E	包廂點歌系統及手機網頁系統難用/還會自動跳歌/還沒唱就跳到下一首
E	一開始訂大包/後來更改中包/直到唱完後發現收費是收大包的錢/但網路上房號是標示中包/櫃檯卻說是大包/要中包給大包/網站又亂標/真是傻眼到爆/
E	收費那麼貴/地板濕滑請服務人員來清潔沒人理/叫了半個小時都沒人來/有人摔倒才要來清潔/遊戲機ㄧ邊也故障/
F	拿不完的優惠卷超棒/
F	餐點好吃/服務人員態度良好/男的俊/女的美/麥克風收音好/
F	爽/錢櫃要花錢買的骰盅這裡都附給你了/旁邊還有復古遊戲機台給不唱歌的人玩
F	包廂設備齊全/服務生很親切/還有撲克牌可以玩
E	因為防疫需求在進場的時候必須留手機/結果被拿來發廣告簡訊/還打電話來/會不會太誇張/
F	設備優良氣氛不錯/沒什麼好挑剔/不過消費不便宜
E	服務人員態度不錯/但是環境不好有果蠅杯子有味道
E	非常糟糕/包廂都是嘔吐物的臭味且地板比雞排店還油/櫃檯態度也很糟/
F	唱歌超嗨好開心
F	話梅很難吃/拜託換牌子/吃到根本無法唱歌/其他服務都很好
F	音響很棒/練歌好地方/體驗一次忠孝店就知道評論為什麼比信義店來的好
F	很漂亮/音質好/讚讚讚/挺高級的
E	貴森森的/本來訂大包廂後來有更改中包廂結果到現場還是給我們原本的大包廂/也沒告知/
F	服務好/設備新/歌曲多/整體感受滿分
F	訂位找公關Sam/
F	一級棒啦讚
F	讚爆服務與環境以及設備/可惜手機點歌慘爆/始終如一的完全無法/哀嚎/
E	蠻新穎的店家/音響雜訊偏多/消費水平不算低/服務人員態度不錯/
F	聚唱的第二家門店/包廂更多/空間也更大/每一間包廂都有洗手間/讚
F	喝起來/
F	薯條要多一點
E	菜有點鹹/牛肉蛋湯喝起來像滿漢大餐加蛋
F	服務超好拜託
F	振魁服務熱誠很棒
F	整體服務非常好/蠻適合朋友聚會
F	服務讚讚/服務人員態度很好/環境乾淨/包廂超級有氣氛
F	音響超棒的/其他家根本不能比/服務也很周到唷
F	服從細心到位/
F	內裝好看/設備多且新
F	超級棒
F	皮卡丘好可愛/多一支麥克風更完美/
F	訂位一定要找公關/Sem/人炸好的/服務100/
E	不能調回音/大陸熱門歌太少/音質普通/一次店/
F	Anna服務生/服務很好
F	環境很好拍也好玩/服務很好/
F	很適合大家一起來唱歌的地方
F	餐點超好吃/音質也超好
F	很漂亮/音質好/讚讚讚/挺高級的
F	喝起來
E	音質不佳/歌曲很少/環境不好
F	餐點超好吃/音質也超好
F	很好拍照/網美聚集地
F	很開心的體驗/會再來
F	很適合大家一起來唱歌的地方
F	很棒的KTV/強推給大家/
F	包廂有球池很好玩/也很漂亮/服務生Anna服務很好很可愛/
F	請問有沒有王嘉爾的歌
F	第一次來/覺得氣氛很不錯/
F	服務生Yuna超可愛人超好/又漂亮/服務100/
F	這邊唱歌很棒唷
F	服務超好/Bill超可愛/
F	很開心的體驗/會再來
F	環境棒/設備好/服務員漂亮/
F	很讚
F	乾淨/舒服/還會再來/
F	服務人員態度很棒/裝潢美翻/
E	音質不佳/歌曲很少/環境不好
F	服務好/包廂漂亮
F	非常新/比ATT店大多了/很不錯/
F	Jay服務態度好我愛
F	餐點好吃包廂美
F	喝起來/
F	很好拍照/網美聚集地
F	請問有沒有王嘉爾的歌
F	喝起來
F	喝起來
F	超美/應有盡有/Yuna/服務好/
E	666包廂電動按鍵壞了/
F	Yuna很棒/五顆星一定要來
F	包廂厲害/食物好吃
F	漂亮的環境
F	玩骰子玩到瘋掉/推薦/空間很棒
F	訂位找公關Sam/服務很好/
F	服務好/地點佳
E	奶茶超甜/麵超鹹/洗腎套餐
F	整體音質超好
F	Yuna/最可愛/人超好/18歲
F	讚
F	好玩/設備好/好吃/
F	設備新/服務好喔
F	好地方/不來會後悔
F	包廂特別/氣氛很棒
F	少見的好KTV
F	唱起來
F	高麗菜超好吃
F	Yuna/可愛服務態度又好
F	裝潢很漂亮/
F	台灣終於有像樣的KTV了/
F	很漂亮讚讚
F	店新歌多讚爆/
F	新的/環境不錯
F	麥克風效果很好
F	服務生很可愛
F	設備新又讚
F	服務生很貼心
F	服務很好/很開心
F	超新/空氣非常清新/
F	還不錯/推薦
F	很嚴讚的體驗/
F	很不錯/推推
F	讚/找sem訂位/
F	服務鈴來超快/
F	服務很棒
F	服務很棒/
F	裝潢超讚
F	環境很好/
F	推薦大家來
F	Una服務超好/
F	服務佳/
F	環境超好
F	推推/讚讚/
F	美美躂
F	環境美/
F	服務超棒
F	開心
F	環境很棒/
F	很棒/很讚
F	讚
F	Yuna親切美麗
F	環境很好
F	讚
F	超讚/
F	很高級
F	包廂新潮很好拍照
F	好吃好喝服務生長的帥/女生長的美
F	人員服務優質/包廂華麗音質佳/KTV首推/
E	包廂爛/服務差/服務生態度極度沒禮貌/詢問事情沒耐心愛理不理/叫個東西少東少西/講話不客氣到底是我們欠你的嗎/第一次看到時間到了服務員直接開門站門口/不斷催促/時間到了麻煩離開/下組客人在等待了/我們還要整理/是公司過年期間薪水給不夠嗎/我們消費者可憐過來花錢受氣/
F	他們有很多新歌/這是我現在最喜歡的/
F	拍照和玩樂的好地方/
F	很棒/
F	好吃/
F	球池包好漂亮/
F	好唱/
F	唱卡拉OK的好地方/
F	好的/
F	振魁好棒/
F	娛樂和聚會的好地方/
F	很好/
F	串串好好吃/
F	驚人的/
F	這裡很棒/很乾淨/
F	好棒/
F	非常好/
F	很棒/
F	Yuna人美又好/
F	棒/
F	好嗨/
F	yuna人很好/
F	非常棒/
F	好的/
F	好/
F	享受/
F	推推/
F	棒棒/
